THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,Diu,
ARUNACHAL PRADESH,CHANGLANG,Diyun EAC,
BIHAR,GAYA,Dobhi,
ASSAM,HOJAI,Doboka,
JAMMU AND KASHMIR,DODA,Doda,
MAHARASHTRA,SINDHUDURG,Dodamarg,
KARNATAKA,BENGALURU RURAL,Dodda Ballapur,
HIMACHAL PRADESH,SHIMLA,Dodra Kwar,
GUJARAT,DOHAD,Dohad,
ARUNACHAL PRADESH,PAPUM PARE,Doimukh SDO,
UTTARAKHAND,DEHRADUN,Doiwala,
MADHYA PRADESH,NARMADAPURAM,Dolariya,
ARUNACHAL PRADESH,KAMLE,Dollungmukh Circle,
GUJARAT,TAPI,Dolvan,
TELANGANA,VIKARABAD,Doma,
TELANGANA,KAMAREDDY,Domakonda,
UTTAR PRADESH,SIDDHARTH NAGAR,Domariyaganj,
JHARKHAND,KODERMA,Domchanch,
WEST BENGAL,HOWRAH,Domjur,
WEST BENGAL,MURSHIDABAD,Domkal,
ANDHRA PRADESH,PRAKASAM,Donakonda,
CHHATTISGARH,BALOD,Dondi,
CHHATTISGARH,BALOD,Dondi Luhara,
CHHATTISGARH,RAJNANDGAON,Dongargaon,
CHHATTISGARH,RAJNANDGAON,Dongargarh,
ASSAM,WEST KARBI ANGLONG,Donka,
ASSAM,TINSUKIA,Doom Dooma,
JAMMU AND KASHMIR,ANANTNAG,Dooru,
ODISHA,RAYAGADA,Doraguda,
ANDHRA PRADESH,Tirupati,Doravarisatram,
TELANGANA,MAHABUBABAD,Dornakal,
ANDHRA PRADESH,PRAKASAM,Dornala,
ANDHRA PRADESH,Nandyal,Dornipadu,
ASSAM,KOKRAJHAR,Dotoma,
TELANGANA,VIKARABAD,Doulathabad,
TELANGANA,SIDDIPET,Doultabad,
RAJASTHAN,DUNGARPUR,Dowda,
JAMMU AND KASHMIR,KISHTWAR,Drabshalla,
LADAKH,KARGIL,Drass,
JAMMU AND KASHMIR,KUPWARA,Drugmulla,
TELANGANA,SIDDIPET,Dubbak,
WEST BENGAL,BIRBHUM,Dubrajpur,
PUNJAB,PATIALA,DUDHAN SADHAN,
UTTAR PRADESH,SONBHADRA,Dudhi,
ASSAM,GOALPARA,Dudhnai,
RAJASTHAN,JAIPUR,DUDU,
ARUNACHAL PRADESH,TAWANG,Dudunghar Circle,
RAJASTHAN,JHALAWAR,Dug,
ANDHRA PRADESH,GUNTUR,Duggirala,
TELANGANA,WARANGAL,Duggondi,
UTTARAKHAND,BAGESHWAR,Dugnakuri,
HIMACHAL PRADESH,UNA,Dulahar,
CHHATTISGARH,JASHPUR,Duldula,
BIHAR,PATNA,Dulhin Bazar,
JHARKHAND,RAMGARH,Dulmi,
BIHAR,GAYA,Dumaria,
JHARKHAND,EAST SINGHBUM,Dumaria,
ANDHRA PRADESH,Alluri Sitharama Raju,Dumbriguda,
JHARKHAND,DUMKA,Dumka,
TELANGANA,BHADRADRI KOTHAGUDEM,Dummugudem,
ARUNACHAL PRADESH,UPPER SUBANSIRI,Dumporijo ADC,
BIHAR,SITAMARHI,Dumra,
BIHAR,BUXAR,Dumraon,
JHARKHAND,GIRIDIH,Dumri,
JHARKHAND,GUMLA,Dumri,
BIHAR,SHEOHAR,Dumri Katsari,
UTTARAKHAND,UTTAR KASHI,Dunda,
RAJASTHAN,DUNGARPUR,Dungarpur,
RAJASTHAN,CHITTORGARH,Dungla,
ODISHA,SONEPUR,Dunguripali,
RAJASTHAN,TONK,Duni,
CHHATTISGARH,DURG,Durg,
BIHAR,KAIMUR (BHABUA),Durgawati,
ANDHRA PRADESH,Palnadu,Durgi,
CHHATTISGARH,KANKER,Durgkondal,
ANDHRA PRADESH,SPSR NELLORE,Duttalur,
ANDHRA PRADESH,Y.S.R.,Duvvur,
UTTARAKHAND,ALMORA,Dwarahat,
ANDHRA PRADESH,Eluru,Dwarakatirumala,
DELHI,SOUTH WEST,Dwarka,
SIKKIM,Mangan,Dzongu,
MIZORAM,SERCHHIP,East Lungdar,
TAMIL NADU,SALEM,Edappadi,
ANDHRA PRADESH,Palnadu,Edlapadu,
JHARKHAND,DHANBAD,EGARKUND,
TAMIL NADU,CHENNAI,Egmore,
WEST BENGAL,MEDINIPUR EAST,Egra - I,
WEST BENGAL,MEDINIPUR EAST,Egra - II,
JAMMU AND KASHMIR,SRINAGAR,Eidgah,
BIHAR,NALANDA,Ekangarsarai,
BIHAR,SARAN,Ekma,
TELANGANA,PEDDAPALLI,Eligaid,
TELANGANA,HANUMAKONDA,Elkathurthy,
TELANGANA,KARIMNAGAR,Ellandakunta,
HARYANA,SIRSA,Ellenabad,
ANDHRA PRADESH,Eluru,Eluru,
NAGALAND,WOKHA,Englan,
WEST BENGAL,MALDAH,English Bazar,
TELANGANA,KHAMMAM,Enkoor,
TAMIL NADU,TUTICORIN,Eral,
MAHARASHTRA,JALGAON,Erandol,
JHARKHAND,KHUNTI,Erki(Tamar II),
KERALA,MALAPPURAM,Ernad,
TAMIL NADU,ERODE,Erode,
ODISHA,JAGATSINGHAPUR,Ersama,
UTTAR PRADESH,ETAH,Etah,
ARUNACHAL PRADESH,DIBANG VALLEY,Etalin,
MAHARASHTRA,GADCHIROLI,Etapalli,
UTTAR PRADESH,ETAWAH,Etawah,
ANDHRA PRADESH,SRIKAKULAM,Etcherla,
UTTAR PRADESH,AGRA,Etmadpur,
TAMIL NADU,TUTICORIN,Ettayapuram,
TELANGANA,Mulugu,Eturunagaram,
UTTAR PRADESH,AYODHYA,Faizabad,
WEST BENGAL,Alipurduar,Falakata,
BIHAR,KATIHAR,Falka,
WEST BENGAL,24 PARAGANAS SOUTH,Falta,
WEST BENGAL,MURSHIDABAD,Farakka,
CHHATTISGARH,KONDAGAON,Farasgaon,
HARYANA,FARIDABAD,Faridabad,
PUNJAB,FARIDKOT,Faridkot,
UTTAR PRADESH,BAREILLY,Faridpur,
WEST BENGAL,PASCHIM BARDHAMAN,Faridpur Durgapur,
TELANGANA,RANGA REDDY,Farooqnagar,
UTTAR PRADESH,FARRUKHABAD,Farrukhabad,
HARYANA,GURUGRAM,Farrukhnagar,
CHHATTISGARH,JASHPUR,Farsabahar,
ODISHA,NAYAGARH,Fategarh,
HARYANA,FATEHABAD,Fatehabad,
UTTAR PRADESH,AGRA,Fatehabad,
RAJASTHAN,JAISALMER,Fatehgarh,
PUNJAB,GURDASPUR,Fatehgarh Churian,
PUNJAB,FATEHGARH SAHIB,Fatehgarh Sahib,
BIHAR,GAYA,Fatehpur,
HIMACHAL PRADESH,KANGRA,Fatehpur,
JHARKHAND,JAMTARA,Fatehpur,
UTTAR PRADESH,BARABANKI,Fatehpur,
RAJASTHAN,SIKAR,Fatehpur,
UTTAR PRADESH,FATEHPUR,Fatehpur,
HARYANA,KAITHAL,Fatehpur Pundri,
GUJARAT,DOHAD,Fatepura,
BIHAR,PATNA,Fatwah,
PUNJAB,FAZILKA,Fazilka,
HARYANA,NUH,Ferozepur Jhirka,
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,Ferrargunj,
UTTAR PRADESH,FIROZABAD,Firozabad,
PUNJAB,FEROZEPUR,Firozpur,
BIHAR,ARARIA,Forbesganj,
JAMMU AND KASHMIR,KULGAM,Frisal,
UTTAR PRADESH,ALIGARH,Gabhana,
KARNATAKA,GADAG,Gadag,
UTTARAKHAND,UDAM SINGH NAGAR,Gadarpur,
MADHYA PRADESH,NARSINGHPUR,Gadarwara,
MAHARASHTRA,GADCHIROLI,Gadchiroli,
GUJARAT,BOTAD,Gadhada,
MAHARASHTRA,KOLHAPUR,Gadhinglaj,
TELANGANA,ADILABAD,GADIGUDA,
CHHATTISGARH,SUKMA,GADIRAS,
ODISHA,PURI,Gadisagada,
ANDHRA PRADESH,Nandyal,Gadivemula,
RAJASTHAN,BARMER,Gadraroad,
TELANGANA,JOGULAMBA GADWAL,Gadwal,
MAHARASHTRA,KOLHAPUR,Gaganbawada,
HIMACHAL PRADESH,UNA,Gagret,
BIHAR,MUZAFFARPUR,Gaighat,
WEST BENGAL,24 PARAGANAS NORTH,Gaighata,
MADHYA PRADESH,RAISEN,Gairatganj,
UTTARAKHAND,CHAMOLI,Gairsain,
ODISHA,BARGARH,Gaisilet,
UTTARAKHAND,TEHRI GARHWAL,Gaja,
ANDHRA PRADESH,VIZIANAGARAM,Gajapathinagaram,
KARNATAKA,GADAG,GAJENDRAGAD,
ANDHRA PRADESH,VISAKHAPATANAM,Gajuwaka,
TELANGANA,SIDDIPET,Gajwel,
ANDHRA PRADESH,Annamayya,Galiveedu,
RAJASTHAN,DUNGARPUR,Galiyakot,
HIMACHAL PRADESH,HAMIRPUR,Galore,
WEST BENGAL,PURBA BARDHAMAN,Galsi - I,
WEST BENGAL,PURBA BARDHAMAN,Galsi - II,
GUJARAT,KHEDA,Galteshwar,
MEGHALAYA,WEST GARO HILLS,Gambegre,
TELANGANA,RAJANNA SIRCILLA,Gambhiraopet,
RAJASTHAN,DUNGARPUR,Gamdi Ahada,
BIHAR,MADHEPURA,Gamharia,
ANDHRA PRADESH,NTR,Gampalagudem,
UTTARAKHAND,PITHORAGARH,Ganai Gangoli,
ANDHRA PRADESH,Eluru,Ganapavaram,
HARYANA,SONIPAT,Ganaur,
CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI,GANDAI,
TAMIL NADU,PUDUKKOTTAI,Gandarvakkottai,
TELANGANA,MAHABUBNAGAR,Gandeed,
ANDHRA PRADESH,Kakinada,Gandepalle,
JAMMU AND KASHMIR,GANDERBAL,Ganderbal,
GUJARAT,NAVSARI,Gandevi,
JHARKHAND,GIRIDIH,Gandey,
TELANGANA,KAMAREDDY,Gandhari,
GUJARAT,KACHCHH,Gandhidham,
GUJARAT,GANDHINAGAR,Gandhinagar,
DELHI,EAST,Gandhi Nagar,
MADHYA PRADESH,DHAR,Gandhwani,
ODISHA,DHENKANAL,Gandia,
TELANGANA,MEDCHAL MALKAJGIRI,Gandimaisamma Dundigal,
TELANGANA,RANGA REDDY,Gandipet,
ANDHRA PRADESH,Sri Sathya Sai,Gandlapenta,
TELANGANA,KARIMNAGAR,Gangadhara,
ANDHRA PRADESH,CHITTOOR,Gangadhara Nellore,
RAJASTHAN,BANSWARA,Gangadtalai,
WEST BENGAL,BANKURA,Gangajalghati,
MAHARASHTRA,PARBHANI,Gangakhed,
CHHATTISGARH,BIJAPUR,GANGALOOR,
RAJASTHAN,GANGANAGAR,Ganganagar,
MAHARASHTRA,AURANGABAD,Gangapur,
RAJASTHAN,SAWAI MADHOPUR,Gangapur,
ODISHA,GANJAM,GANGAPUR,
TELANGANA,MAHABUBABAD,Gangaram,
WEST BENGAL,DINAJPUR DAKSHIN,Gangarampur,
HIMACHAL PRADESH,KANGRA,Gangath,
TAMIL NADU,SALEM,Gangavalli,
ANDHRA PRADESH,Alluri Sitharama Raju,Gangavaram,
ANDHRA PRADESH,CHITTOOR,Gangavaram,
KARNATAKA,KOPPAL,Gangawati,
RAJASTHAN,JHALAWAR,Gangdhar,
UTTARAKHAND,PITHORAGARH,Gangolihat,
RAJASTHAN,CHITTORGARH,Gangrar,
ARUNACHAL PRADESH,KRA DAADI,Gangte Circle,
SIKKIM,Gangtok,Gangtok,
ANDHRA PRADESH,SRIKAKULAM,Ganguvarisigadam,
ODISHA,NAYAGARH,Gania,
ODISHA,GANJAM,GANJAM,
ANDHRA PRADESH,KRISHNA,Gannavaram,
TELANGANA,KARIMNAGAR,Ganneruvaram,
RAJASTHAN,BANSWARA,Ganoda,
ANDHRA PRADESH,VIZIANAGARAM,Gantyada,
ANDHRA PRADESH,SRIKAKULAM,Gara,
ODISHA,GAJAPATI,Garabandha,
UTTAR PRADESH,JHANSI,Garautha,
GUJARAT,DOHAD,Garbada,
WEST BENGAL,MEDINIPUR WEST,Garbeta - I,
WEST BENGAL,MEDINIPUR WEST,Garbeta - II,
WEST BENGAL,MEDINIPUR WEST,Garbeta - III,
MADHYA PRADESH,SAGAR,Garhakota,
BIHAR,BHOJPUR,Garhani,
RAJASTHAN,RAJSAMAND,GARHBOR,
RAJASTHAN,BANSWARA,Garhi,
UTTAR PRADESH,HAPUR,Garhmukteshwar,
BIHAR,BEGUSARAI,Garhpura,
PUNJAB,HOSHIARPUR,Garhshankar,
JHARKHAND,GARHWA,Garhwa,
GUJARAT,BHAVNAGAR,Gariadhar,
TELANGANA,SURYAPET,GaridePally,
ANDHRA PRADESH,VIZIANAGARAM,Garividi,
BIHAR,SARAN,Garkha,
TELANGANA,MAHABUBABAD,Garla,
ANDHRA PRADESH,ANANTAPUR,Garladinne,
MADHYA PRADESH,MANDSAUR,Garoth,
JHARKHAND,LATEHAR,Garu,
UTTARAKHAND,BAGESHWAR,Garud,
GUJARAT,NARMADA,GARUDESHWAR,
ANDHRA PRADESH,Parvathipuram Manyam,Garugubilli,
MEGHALAYA,SOUTH GARO HILLS,Gasuapara,
BIHAR,PASHCHIM CHAMPARAN,Gaunaha,
HARYANA,FARIDABAD,Gaunchi ST,
KARNATAKA,CHIKKABALLAPURA,Gauribidanur,
UTTAR PRADESH,Amethi,Gauriganj,
MADHYA PRADESH,CHHATARPUR,Gaurihar,
ASSAM,DHUBRI,GAURIPUR,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,
JHARKHAND,GIRIDIH,Gawan,
BIHAR,GAYA,Gaya Town C.D.Block,
WEST BENGAL,MALDAH,Gazole,
TELANGANA,WARANGAL,Geesugonda,
ARUNACHAL PRADESH,UPPER SIANG,Geku EAC,
ARUNACHAL PRADESH,UPPER SIANG,Gelling Circle,
ARUNACHAL PRADESH,LOWER SIANG,Gensi EAC,
MAHARASHTRA,BEED,Georai,
ARUNACHAL PRADESH,KAMLE,Gepen Circle,
UTTARAKHAND,CHAMOLI,Ghaat,
ODISHA,MAYURBHANJ,Ghagarbeda,
JHARKHAND,GUMLA,Ghaghra,
JAMMU AND KASHMIR,SAMBA,Ghagwal,
BIHAR,MADHEPURA,Ghailarh,
HIMACHAL PRADESH,UNA,Ghanari,
UTTAR PRADESH,SANT KABEER NAGAR,Ghanghata,
TELANGANA,WANAPARTHY,Ghanpur,
TELANGANA,JAYASHANKAR BHUPALAPALLY,Ghanpur (Mulug),
TELANGANA,JANGOAN,Ghanpur (Station),
UTTARAKHAND,TEHRI GARHWAL,Ghansali,
MADHYA PRADESH,SEONI,Ghansaur,
MAHARASHTRA,JALNA,Ghansawangi,
BIHAR,DARBHANGA,Ghanshyampur,
ANDHRA PRADESH,KRISHNA,Ghantasala,
RAJASTHAN,JODHPUR,Ghantiyali,
HARYANA,KARNAL,Gharaunda,
CHHATTISGARH,RAIGARH,Gharghoda,
RAJASTHAN,GANGANAGAR,Gharsana,
ODISHA,KENDUJHAR,Ghasipura,
WEST BENGAL,MEDINIPUR WEST,Ghatal,
UTTAR PRADESH,KANPUR NAGAR,Ghatampur,
MAHARASHTRA,YAVATMAL,Ghatanji,
ODISHA,KENDUJHAR,Ghatgaon,
NAGALAND,ZUNHEBOTO,Ghathashi,
MADHYA PRADESH,GWALIOR,Ghatigaon,
MADHYA PRADESH,UJJAIN,Ghatiya,
TELANGANA,MEDCHAL MALKAJGIRI,Ghatkesar,
BIHAR,SHEIKHPURA,Ghat Kusumbha,
GUJARAT,AHMADABAD,Ghatlodiya,
RAJASTHAN,BANSWARA,Ghatol,
JHARKHAND,EAST SINGHBUM,Ghatshila,
TELANGANA,JOGULAMBA GADWAL,Ghattu,
UTTAR PRADESH,GHAZIABAD,Ghaziabad,
UTTAR PRADESH,GHAZIPUR,Ghazipur,
UTTAR PRADESH,MAINPURI,Ghiror,
MADHYA PRADESH,BETUL,Ghoda Dongri,
GUJARAT,BHAVNAGAR,Ghogha,
GUJARAT,PANCH MAHALS,Ghoghamba,
BIHAR,MADHUBANI,Ghoghardiha,
ASSAM,NALBARI,Ghograpar (Pt),
BIHAR,PURBI CHAMPARAN,Ghorasahan,
UTTAR PRADESH,SONBHADRA,Ghorawal,
BIHAR,JEHANABAD,Ghoshi,
UTTAR PRADESH,MAU,Ghosi,
BIHAR,PATNA,Ghoswari,
MADHYA PRADESH,MANDLA,Ghughari,
HIMACHAL PRADESH,BILASPUR,Ghumarwin,
MADHYA PRADESH,CHHATARPUR,Ghuwara,
ARUNACHAL PRADESH,UPPER SUBANSIRI,Giba Circle,
RAJASTHAN,BARMER,Gida,
CHHATTISGARH,DANTEWADA,Gidam,
ANDHRA PRADESH,PRAKASAM,Giddalur,
PUNJAB,SRI MUKTSAR SAHIB,Gidderbaha,
JHARKHAND,CHATRA,Gidhaur,
BIHAR,JAMUI,Gidhaur,
TAMIL NADU,VILLUPURAM,Gingee,
MADHYA PRADESH,GWALIOR,Gird,
GUJARAT,GIR SOMNATH,Gir Gadhda,
BIHAR,NALANDA,Giriak,
JHARKHAND,GIRIDIH,Giridih,
RAJASTHAN,UDAIPUR,Girwa,
ARUNACHAL PRADESH,UPPER SUBANSIRI,Gite Ripa Circle,
ANDHRA PRADESH,NTR,G.Konduru,
ANDHRA PRADESH,Alluri Sitharama Raju,G.Madugula,
WEST BENGAL,DINAJPUR UTTAR,Goalpokhar - I,
WEST BENGAL,DINAJPUR UTTAR,Goalpokhar - II,
TAMIL NADU,ERODE,Gobichettipalayam,
JHARKHAND,DHANBAD,Gobindpur,
BIHAR,NAWADA,Gobindpur,
ODISHA,CUTTACK,Gobindpur,
JHARKHAND,SARAIKELA KHARSAWAN,Gobindpur(Rajnagar),
CHHATTISGARH,RAIPUR,GOBRA NAVAPARA,
ODISHA,KANDHAMAL,Gochhapada,
JHARKHAND,GODDA,Godda,
GUJARAT,PANCH MAHALS,Godhra,
ASSAM,DHEMAJI,Gogamukh,
MADHYA PRADESH,KHARGONE,Gogaon,
WEST BENGAL,HOOGHLY,Goghat - I,
WEST BENGAL,HOOGHLY,Goghat - II,
BIHAR,KHAGARIA,Gogri,
RAJASTHAN,UDAIPUR,Gogunda,
BIHAR,AURANGABAD,Goh,
MADHYA PRADESH,BHIND,Gohad,
HARYANA,SONIPAT,Gohana,
MADHYA PRADESH,RAISEN,Goharganj,
MADHYA PRADESH,SHAHDOL,Gohparu,
ASSAM,Biswanath,Gohpur,
ARUNACHAL PRADESH,ANJAW,Goiliang Circle,
JHARKHAND,WEST SINGHBHUM,Goilkera,
KARNATAKA,BELAGAVI,Gokak,
ANDHRA PRADESH,EAST GODAVARI,Gokavaram,
JHARKHAND,RAMGARH,Gola,
UTTAR PRADESH,GORAKHPUR,Gola,
ASSAM,GOLAGHAT,Golaghat,
UTTAR PRADESH,KHERI,Gola Gokaran Nath,
ASSAM,DHUBRI,Golakganj Pt,
ODISHA,KALAHANDI,Golamunda,
ODISHA,GANJAM,GOLANTHARA,
TELANGANA,HYDERABAD,Golconda,
TELANGANA,Jagitial,Gollapalli,
ANDHRA PRADESH,Kakinada,Gollaprolu,
JHARKHAND,EAST SINGHBUM,Golmuri-Cum-Jugsalai,
ANDHRA PRADESH,Anakapalli,Golugonda,
JHARKHAND,BOKARO,Gomia,
UTTAR PRADESH,GONDA,Gonda,
GUJARAT,RAJKOT,Gondal,
TRIPURA,Dhalai,Gonda Twisa,
MAHARASHTRA,GONDIA,Gondiya,
MAHARASHTRA,CHANDRAPUR,Gondpipri,
ANDHRA PRADESH,KURNOOL,Gonegandla,
JAMMU AND KASHMIR,RAMBAN,Gool,
ANDHRA PRADESH,ANANTAPUR,Gooty,
ODISHA,PURI,Gop,
MADHYA PRADESH,SIDHI,Gopadbanas,
ANDHRA PRADESH,VISAKHAPATANAM,Gopalapatnam,
ANDHRA PRADESH,EAST GODAVARI,Gopalapuram,
BIHAR,GOPALGANJ,Gopalganj,
TELANGANA,WANAPARTHY,Gopalpeta,
BIHAR,BHAGALPUR,Gopalpur,
ODISHA,GANJAM,GOPALPUR,
ANDHRA PRADESH,Y.S.R.,Gopavaram,
WEST BENGAL,Jhargram,Gopiballavpur - I,
WEST BENGAL,Jhargram,Gopiballavpur - II,
JHARKHAND,DUMKA,Gopikandar,
BIHAR,DARBHANGA,Gora Bauram,
BIHAR,BHAGALPUR,Goradih,
UTTAR PRADESH,GORAKHPUR,Gorakhpur,
MADHYA PRADESH,JABALPUR,Gorakhpur,
ANDHRA PRADESH,Sri Sathya Sai,Gorantla,
BIHAR,VAISHALI,Goraul,
MAHARASHTRA,GONDIA,Goregaon,
ASSAM,BAKSA,Goreswar (Pt),
BIHAR,SIWAN,Goriakothi,
HARYANA,SIRSA,Goriwala ST,
MADHYA PRADESH,BHIND,Gormi,
ASSAM,KAMRUP,Goroimari,
WEST BENGAL,KALIMPONG,Gorubathan,
ODISHA,MAYURBHANJ,Gorumahisani,
WEST BENGAL,24 PARAGANAS SOUTH,Gosaba,
ANDHRA PRADESH,Nandyal,Gospadu,
ASSAM,KOKRAJHAR,Gossaigaon (Pt),
MADHYA PRADESH,NARSINGHPUR,Gotegaon,
UTTAR PRADESH,MATHURA,GOVARDHAN,
TELANGANA,Mulugu,Govindaraopet,
RAJASTHAN,ALWAR,GOVINDGARH,
ODISHA,SAMBALPUR,Govindpur,
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,Great Nicobar,
KARNATAKA,TUMAKURU,Gubbi,
TAMIL NADU,THE NILGIRIS,Gudalur,
ODISHA,RAYAGADA,Gudari,
ODISHA,KANDHAMAL,G.Udayagiri,
ANDHRA PRADESH,Alluri Sitharama Raju,Gudem Kotha Veedhi,
RAJASTHAN,JHUNJHUNU,Gudhagorji,
RAJASTHAN,BARMER,Gudha Malani,
ANDHRA PRADESH,Sri Sathya Sai,Gudibanda,
KARNATAKA,CHIKKABALLAPURA,Gudibanda,
TELANGANA,ADILABAD,GUDIHATNOOR,
ANDHRA PRADESH,CHITTOOR,Gudipala,
ANDHRA PRADESH,KRISHNA,Gudivada,
TAMIL NADU,VELLORE,Gudiyatham,
ANDHRA PRADESH,KRISHNA,Gudlavalleru,
ANDHRA PRADESH,SPSR NELLORE,Gudluru,
JHARKHAND,WEST SINGHBHUM,Gudri,
ANDHRA PRADESH,CHITTOOR,Gudupalle,
ANDHRA PRADESH,KURNOOL,Gudur,
ANDHRA PRADESH,Tirupati,Gudur,
TELANGANA,MAHABUBABAD,Gudur,
ANDHRA PRADESH,KRISHNA,Guduru,
MAHARASHTRA,RATNAGIRI,Guhagar,
HARYANA,KAITHAL,Guhla,
TAMIL NADU,CHENNAI,Guindy,
TAMIL NADU,DINDIGUL,Gujiliamparai,
MADHYA PRADESH,VIDISHA,Gulabganj,
MADHYA PRADESH,SHAJAPUR,Gulana,
KARNATAKA,BAGALKOTE,GULEDGUDDA,
JHARKHAND,GUMLA,Gumla,
TELANGANA,SANGAREDDY,Gummadidala,
ANDHRA PRADESH,ANANTAPUR,Gummagatta,
ANDHRA PRADESH,Parvathipuram Manyam,Gummalakshmipuram,
TAMIL NADU,THIRUVALLUR,Gummidipoondi,
ARUNACHAL PRADESH,PAPUM PARE,Gumto Circle,
MADHYA PRADESH,GUNA,Guna,
MADHYA PRADESH,GUNA,Guna Nagar,
JAMMU AND KASHMIR,GANDERBAL,Gund,
TELANGANA,YADADRI BHUVANAGIRI,Gundala,
TELANGANA,BHADRADRI KOTHAGUDEM,Gundala,
CHHATTISGARH,BALOD,Gunderdehi,
TELANGANA,NALGONDA,GundlaPally,
KARNATAKA,CHAMARAJANAGARA,Gundlupet,
JAMMU AND KASHMIR,DODA,Gundna,
UTTAR PRADESH,SAMBHAL,Gunnaur,
MADHYA PRADESH,PANNA,Gunnor,
ANDHRA PRADESH,ANANTAPUR,Guntakal,
ANDHRA PRADESH,GUNTUR,Guntur,
ANDHRA PRADESH,GUNTUR,GUNTUR EAST,
ODISHA,RAYAGADA,Gunupur,
ODISHA,GAJAPATI,Gurandi,
BIHAR,GAYA,Guraru,
ANDHRA PRADESH,Palnadu,Gurazala,
JHARKHAND,EAST SINGHBUM,Gurbandha,
PUNJAB,GURDASPUR,Gurdaspur,
JAMMU AND KASHMIR,BANDIPORA,Gurez,
HARYANA,GURUGRAM,Gurgaon,
MADHYA PRADESH,REWA,Gurh,
ANDHRA PRADESH,VIZIANAGARAM,Gurla,
ANDHRA PRADESH,Annamayya,Gurramkonda,
TELANGANA,NALGONDA,Gurrampode,
BIHAR,GAYA,Gurua,
ODISHA,CUTTACK,Gurudijhatia,
PUNJAB,FEROZEPUR,GURUHARSAHAI,
KARNATAKA,YADGIR,GURUMITKAL,
ODISHA,SUNDARGARH,Gurundia,
CHHATTISGARH,BALOD,Gurur,
BIHAR,SIWAN,Guthani,
ASSAM,KAMRUP METRO,Guwahati,
BIHAR,MADHEPURA,Gwalpara,
SIKKIM,Gyalshing,Gyalshing,
UTTAR PRADESH,BHADOHI,Gyanpur,
MADHYA PRADESH,VIDISHA,Gyaraspur,
ARUNACHAL PRADESH,EAST KAMENG,Gyawe Purang Circle,
WEST BENGAL,MALDAH,Habibpur,
WEST BENGAL,24 PARAGANAS NORTH,Habra - I,
WEST BENGAL,24 PARAGANAS NORTH,Habra - II,
KARNATAKA,VIJAYANAGAR,Hadagalli,
MAHARASHTRA,NANDED,Hadgaon,
ASSAM,DIMA HASAO,Haflong,
KARNATAKA,VIJAYANAGAR,Hagaribommanahalli,
UTTAR PRADESH,BARABANKI,Haidergarh,
JHARKHAND,PALAMU,Haidernagar,
ASSAM,HAILAKANDI,Hailakandi,
JAMMU AND KASHMIR,BANDIPORA,Hajin,
BIHAR,VAISHALI,Hajipur,
TELANGANA,MANCHERIAL,Hajipur,
ASSAM,KAMRUP,Hajo,
ANDHRA PRADESH,KURNOOL,Halaharvi,
WEST BENGAL,MEDINIPUR EAST,Haldia,
WEST BENGAL,COOCHBEHAR,Haldibari,
UTTARAKHAND,NAINITAL,Haldwani,
KARNATAKA,UTTARA KANNADA,Haliyal,
GUJARAT,PANCH MAHALS,Halol,
BIHAR,LAKHISARAI,Halsi,
GUJARAT,MORBI,Halvad,
RAJASTHAN,BHILWARA,Hameergarh,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,
UTTAR PRADESH,HAMIRPUR,Hamirpur,
TELANGANA,HANUMAKONDA,Hanamkonda,
ODISHA,ANUGUL,Handapa,
UTTAR PRADESH,PRAYAGRAJ,Handia,
MADHYA PRADESH,HARDA,Handiya,
JAMMU AND KASHMIR,KUPWARA,Handwara,
KARNATAKA,HAVERI,Hangal,
HIMACHAL PRADESH,KINNAUR,Hangrang,
HARYANA,HISAR,Hansi,
WEST BENGAL,NADIA,Hanskhali,
GUJARAT,BHARUCH,Hansot,
MADHYA PRADESH,REWA,Hanumana,
RAJASTHAN,HANUMANGARH,Hanumangarh,
BIHAR,DARBHANGA,Hanumannagar,
ANDHRA PRADESH,PRAKASAM,Hanumanthuni Padu,
KARNATAKA,CHAMARAJANAGARA,HANUR,
TELANGANA,MAHABUBNAGAR,Hanwada,
MANIPUR,NONEY,Haochong,
UTTAR PRADESH,HAPUR,Hapur,
KARNATAKA,VIJAYANAGAR,Harapanahalli,
ODISHA,BOUDH,Harbhanga,
HIMACHAL PRADESH,KANGRA,Harchakian,
MADHYA PRADESH,HARDA,Harda,
CHHATTISGARH,KORBA,Hardibazar,
UTTAR PRADESH,HARDOI,Hardoi,
UTTARAKHAND,HARIDWAR,Hardwar,
ODISHA,KENDUJHAR,Harichandanpur,
KARNATAKA,DAVANGERE,Harihar,
JHARKHAND,PALAMU,Hariharganj,
WEST BENGAL,MURSHIDABAD,Hariharpara,
GUJARAT,PATAN,Harij,
WEST BENGAL,NADIA,Haringhata,
WEST BENGAL,HOOGHLY,Haripal,
HIMACHAL PRADESH,KANGRA,Haripur,
HIMACHAL PRADESH,SIRMAUR,Haripurdhar,
WEST BENGAL,DINAJPUR DAKSHIN,Harirampur,
